Datasource Name,Datasource ID,Table Schema,Table Name,Database Name,Database Connection Type
QBR - Member Communication Metadata Data Set - Test,2c9b53a4-4bc5-8493-89d0-bfcb1b8c0512,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Customer Lives Datasource,2cd882be-e87a-e1e7-6fd7-72a897a3c0d2,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Customer Lives Datasource,2cd882be-e87a-e1e7-6fd7-72a897a3c0d2,VISUALIZATION,VW_CUSTOMER_TOTAL_LIVES,TRANSFORMED_LAYER,snowflake
VW_DRILL_DOWN_REPORT_BASE (TRANSFORMED_LAYER.VW_DRILL_DOWN_REPORT_BASE) (DRILL_DOWN_REPORTS) (2),2e79a756-792f-760b-2481-9bd8681001a1,DRILL_DOWN_REPORTS,VW_DRILL_DOWN_REPORT_BASE,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown,30c6405f-a6e3-09bd-21a7-ff396f400dd2,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown,30c6405f-a6e3-09bd-21a7-ff396f400dd2,VISUALIZATION,VW_UTILIZATION_BREAKDOWN_QBR,TRANSFORMED_LAYER,snowflake
Amazon QBR - Number Of Members By Number Of Opportunities Dataset,30d54314-15bd-81e3-92b6-11a510c556f6,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
Custom SQL Query (PUBLIC),30ed9d59-f127-c653-e49a-8da727d91bb1,mastermgmt,dict_ignore_reason,RAW_LAYER,snowflake
Custom SQL Query (PUBLIC),30ed9d59-f127-c653-e49a-8da727d91bb1,public,saverx_switches,RAW_LAYER,snowflake
Custom SQL Query (PUBLIC),30ed9d59-f127-c653-e49a-8da727d91bb1,mastermgmt,dict_strategy,RAW_LAYER,snowflake
Custom SQL Query (PUBLIC),30ed9d59-f127-c653-e49a-8da727d91bb1,public,saverx_totallives,RAW_LAYER,snowflake
Custom SQL Query (PUBLIC),30ed9d59-f127-c653-e49a-8da727d91bb1,public,saverx_switch_changelog,RAW_LAYER,snowflake
QBR - Utilization Ratios Datasource | Project : QBR Datasources,3183c1d5-9ef7-14e0-6d96-ce148d67b5cc,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Utilization Ratios Datasource | Project : QBR Datasources,3183c1d5-9ef7-14e0-6d96-ce148d67b5cc,VISUALIZATION,VW_CUSTOMER_UTILIZER_RATIOS,TRANSFORMED_LAYER,snowflake
QBR - Primary Data Source - Data Availability,31a26022-56f1-72e7-635b-dcdfb0b3279c,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Member Communication Metadata Data Set,335119b5-874a-4085-312e-4c0418adcb4f,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Communication Metadata Data Set,335119b5-874a-4085-312e-4c0418adcb4f,VISUALIZATION,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER,snowflake
QBR - Monthly Customer Communications - Test,34d7ec2e-82d4-782c-7182-3244d578f671,VISUALIZATION,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Monthly Customer Communications - Test,34d7ec2e-82d4-782c-7182-3244d578f671,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Utilization Ratios Datasource,358006e0-a878-17e2-4617-de8ec51fa0b4,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Utilization Ratios Datasource,358006e0-a878-17e2-4617-de8ec51fa0b4,VISUALIZATION,VW_CUSTOMER_UTILIZER_RATIOS,TRANSFORMED_LAYER,snowflake
Campaign Marketing Datasource,35a9e415-4f64-32a9-91fd-17454b3f1441,VISUALIZATION,CAMPAIGN_MARKETING,TRANSFORMED_LAYER,snowflake
Dynamic Filter DataSource,36b6ba30-fedd-9796-132b-52298c48ebb9,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
Dynamic Filter DataSource,36b6ba30-fedd-9796-132b-52298c48ebb9,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER,snowflake
Dynamic Filter DataSource,36b6ba30-fedd-9796-132b-52298c48ebb9,VISUALIZATION,TABLEAU_USERS_TEST,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset - Test,36cecf6e-412f-7e4e-1b73-7ef837ad9f7b,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Opportunity Savings Dataset - Test,36cecf6e-412f-7e4e-1b73-7ef837ad9f7b,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER_TEST,snowflake
QBR - Customer Lives Datasource - Test,373a62ec-a7cb-bd13-89f9-bb805feacd2e,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Customer Lives Datasource - Test,373a62ec-a7cb-bd13-89f9-bb805feacd2e,VISUALIZATION,VW_CUSTOMER_TOTAL_LIVES,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Opportunity Savings Dataset - Test,37a575fa-b4fc-1550-35ce-8e617636061f,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Opportunity Savings Dataset - Test,37a575fa-b4fc-1550-35ce-8e617636061f,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER_TEST,snowflake
QBR - Amazon - Member Opportunity Savings Dataset - Test,39072d99-57fb-d20d-1fa0-d7feb6659de6,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Amazon - Member Opportunity Savings Dataset - Test,39072d99-57fb-d20d-1fa0-d7feb6659de6,AMAZON,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Savings Dataset,3918856d-aa87-9bce-a06b-f93180263fba,VISUALIZATION,VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Dataset,3918856d-aa87-9bce-a06b-f93180263fba,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA (TRANSFORMED_LAYER.VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA) (VISUALIZATION),39b97dc1-6a1c-222f-3a12-6b297449a6eb,VISUALIZATION,VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA,TRANSFORMED_LAYER,snowflake
Amazon QBR - Member Opportunity Savings Dataset,3a32df3b-7da1-b405-907b-a588aa155799,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Member Opportunity Savings Dataset,3a32df3b-7da1-b405-907b-a588aa155799,AMAZON,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER,snowflake
QBR - Number Of Members By Number Of Opportunities,3afba5a6-3d2e-4055-3846-ba5253a197d5,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Number Of Members By Number Of Opportunities,3afba5a6-3d2e-4055-3846-ba5253a197d5,VISUALIZATION,VW_NUMBER_OF_MEMBERS_AND_CLAIMS_BY_MONTH,TRANSFORMED_LAYER,snowflake
QBR - CLAIMS AND SPEND DATA SET,3b216f85-706c-45ed-cfbd-74dff6a24bef,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - CLAIMS AND SPEND DATA SET,3b216f85-706c-45ed-cfbd-74dff6a24bef,VISUALIZATION,VW_CLAIMS_AND_SPENDS,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Opportunity Dataset - Child Company Location | Project : QBR Datasources,3be2aa6f-5a97-c629-b68b-ac33f556a460,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Opportunity Dataset - Child Company Location | Project : QBR Datasources,3be2aa6f-5a97-c629-b68b-ac33f556a460,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED_WTIH_CHILD_COMPANY_LOCATION,TRANSFORMED_LAYER,snowflake
QBR - Utilization Ratios Datasource,3cf379e4-6edf-d4ee-3435-4ca7e0364f7b,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Utilization Ratios Datasource,3cf379e4-6edf-d4ee-3435-4ca7e0364f7b,VISUALIZATION,VW_CUSTOMER_UTILIZER_RATIOS,TRANSFORMED_LAYER,snowflake
QBR - Amazon - PMPM Spend Data Set (1) (local copy),3d114515-9c11-7496-d3e4-c5b53b6d3d94,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Amazon - PMPM Spend Data Set (1) (local copy),3d114515-9c11-7496-d3e4-c5b53b6d3d94,AMAZON,VW_PMPM_SPEND,TRANSFORMED_LAYER_TEST,snowflake
QBR - Login and Registration Data,3d1ef2a0-9244-4eb6-1b24-3a9d29b1091b,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Login and Registration Data,3d1ef2a0-9244-4eb6-1b24-3a9d29b1091b,VISUALIZATION,VW_MONTHLY_LOGIN_AND_REGISTRATION_DATA,TRANSFORMED_LAYER,snowflake
QBR - Number Of Members By Number Of Opportunities,3dc27fe2-ee73-c318-fb7e-5cbff363290f,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Number Of Members By Number Of Opportunities,3dc27fe2-ee73-c318-fb7e-5cbff363290f,VISUALIZATION,VW_NUMBER_OF_MEMBERS_AND_CLAIMS_BY_MONTH,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Dataset,3f8bacfe-96a9-82bd-c3ef-bcf18abe906b,VISUALIZATION,VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Dataset,3f8bacfe-96a9-82bd-c3ef-bcf18abe906b,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Utilization Ratios Datasource - Test,3f92a4b4-fcd3-abf1-c486-cc806a8220e8,VISUALIZATION,VW_CUSTOMER_UTILIZER_RATIOS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Utilization Ratios Datasource - Test,3f92a4b4-fcd3-abf1-c486-cc806a8220e8,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Opportunity Savings Dataset,408747b2-1053-5894-26a9-575a3363b961,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,408747b2-1053-5894-26a9-575a3363b961,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Opportunity Dataset - Child Company Location | Project : QBR Datasources,415c4a78-ae68-388e-f21b-406ec95f088e,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Opportunity Dataset - Child Company Location | Project : QBR Datasources,415c4a78-ae68-388e-f21b-406ec95f088e,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED_WTIH_CHILD_COMPANY_LOCATION,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown,41840c0f-0bef-f457-b655-36738bcbfdef,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown,41840c0f-0bef-f457-b655-36738bcbfdef,VISUALIZATION,VW_UTILIZATION_BREAKDOWN_QBR,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,42006d14-242f-61f1-a665-aedfb1b48d53,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,42006d14-242f-61f1-a665-aedfb1b48d53,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER,snowflake
Amazon QBR - Member Utilization Breakdown,43d5f4a7-d9ac-69fe-274f-04df9dd48c50,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Member Utilization Breakdown,43d5f4a7-d9ac-69fe-274f-04df9dd48c50,AMAZON,VW_MEMBER_UTILIZATION_BREAKDOWN_WITH_CUSTOM_FIELDS,TRANSFORMED_LAYER,snowflake
QBR - Amazon - PMPM Spend Data Set (1) (local copy),44753508-dc31-f262-2b3f-d83e0376995b,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Amazon - PMPM Spend Data Set (1) (local copy),44753508-dc31-f262-2b3f-d83e0376995b,AMAZON,VW_PMPM_SPEND,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Utilization Breakdown,44d1e17b-5592-fd53-7eb0-d3b5d698a109,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown,44d1e17b-5592-fd53-7eb0-d3b5d698a109,VISUALIZATION,VW_UTILIZATION_BREAKDOWN_QBR,TRANSFORMED_LAYER,snowflake
QBR - Login and Registration Data - Test,44eda91c-5fcc-988f-61ae-aa557fdc5e2e,VISUALIZATION,VW_MONTHLY_LOGIN_AND_REGISTRATION_DATA,TRANSFORMED_LAYER_TEST,snowflake
QBR - Login and Registration Data - Test,44eda91c-5fcc-988f-61ae-aa557fdc5e2e,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
Amazon QBR - Login and Registration Data with Zoho,455ecd02-e956-c05a-0385-0e64a1613ae4,AMAZON,VW_MEMBER_ENGAGEMENT_WITH_ZOHO,TRANSFORMED_LAYER_TEST,snowflake
Amazon QBR - Login and Registration Data with Zoho,455ecd02-e956-c05a-0385-0e64a1613ae4,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
MEMBER_SAVINGS_REPORT (TRANSFORMED_LAYER.MEMBER_SAVINGS_REPORT) (VISUALIZATION),4593a2d8-2a03-7834-6446-8ba89a023e6f,VISUALIZATION,MEMBER_SAVINGS_REPORT_WITH_MIN_MAX_DATES,TRANSFORMED_LAYER,snowflake
VW_MONTHLY_CUSTOMER_COMMUNICATIONS (TRANSFORMED_LAYER.VW_MONTHLY_CUSTOMER_COMMUNICATIONS) (VISUALIZATION),46a05141-d9b1-217b-1be4-20e0353421cc,VISUALIZATION,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER,snowflake
QBR - Amazon - Primary Data Source - Data Availability  - Parameters For Custom Fields,4720baf0-781d-d4c8-e8e6-61a122b02df8,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Dataset,47fdc3bc-bcf5-3c30-7402-ada006046db7,VISUALIZATION,VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Dataset,47fdc3bc-bcf5-3c30-7402-ada006046db7,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
VW_DRILL_DOWN_REPORT_BASE (TRANSFORMED_LAYER.VW_DRILL_DOWN_REPORT_BASE) (DRILL_DOWN_REPORTS),489f029e-41bb-7954-9b4d-fa327ea843e0,DRILL_DOWN_REPORTS,VW_DRILL_DOWN_REPORT_BASE,TRANSFORMED_LAYER,snowflake
VW_LATEST_MEMBER_ENGAGEMENT_ACTIVITY (STAGING_LAYER.VW_LATEST_MEMBER_ENGAGEMENT_ACTIVITY) (MASTERMGMT),48aaf27a-63dc-7b6a-236b-99c9a42cb9dd,MASTERMGMT,VW_LATEST_MEMBER_ENGAGEMENT_ACTIVITY,STAGING_LAYER,snowflake
VW_LATEST_MEMBER_ENGAGEMENT_ACTIVITY (STAGING_LAYER.VW_LATEST_MEMBER_ENGAGEMENT_ACTIVITY) (MASTERMGMT),48aaf27a-63dc-7b6a-236b-99c9a42cb9dd,MASTERMGMT,VW_LATEST_MEMBER_ENGAGEMENT_METADATA,STAGING_LAYER,snowflake
QBR - Member Communication Metadata Data Set | Project : QBR Datasources,49c84705-0c79-e3e4-8f7a-b3869c8d73c2,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Communication Metadata Data Set | Project : QBR Datasources,49c84705-0c79-e3e4-8f7a-b3869c8d73c2,VISUALIZATION,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER,snowflake
QBR - Utilization Ratios Datasource,49dd5429-562e-2fb9-b697-046384045dc7,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Utilization Ratios Datasource,49dd5429-562e-2fb9-b697-046384045dc7,VISUALIZATION,VW_CUSTOMER_UTILIZER_RATIOS,TRANSFORMED_LAYER,snowflake
VW_PERFORMANCE_GUARANTEE_STATUS (TRANSFORMED_LAYER.VW_PERFORMANCE_GUARANTEE_STATUS) (AMAZON),49fc5d4b-0697-6cd5-c5e4-f6fee7ef4973,AMAZON,VW_PERFORMANCE_GUARANTEE_STATUS,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown,4b2b5bed-a87e-9fef-37ec-d1394f757e5d,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown,4b2b5bed-a87e-9fef-37ec-d1394f757e5d,VISUALIZATION,VW_UTILIZATION_BREAKDOWN_QBR,TRANSFORMED_LAYER,snowflake
QBR - CLAIMS AND SPEND DATA SET,4b74532e-cbff-37cc-096a-46409542503b,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - CLAIMS AND SPEND DATA SET,4b74532e-cbff-37cc-096a-46409542503b,VISUALIZATION,VW_CLAIMS_AND_SPENDS,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown - Test,4c771899-abd6-95ff-633f-c718897e2770,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Utilization Breakdown - Test,4c771899-abd6-95ff-633f-c718897e2770,VISUALIZATION,VW_UTILIZATION_BREAKDOWN_QBR,TRANSFORMED_LAYER_TEST,snowflake
Amazon QBR - Member Communication Metadata Dataset,4ce7d447-d32c-a1f6-a695-8288469fd372,AMAZON,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Member Communication Metadata Dataset,4ce7d447-d32c-a1f6-a695-8288469fd372,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
Campaign Marketing Datasource,4cf0ed5d-b365-a731-ea6a-c4d0d14e9f23,VISUALIZATION,CAMPAIGN_MARKETING,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,4ebe6d86-4d8e-9482-9b1c-173e52517639,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,4ebe6d86-4d8e-9482-9b1c-173e52517639,VISUALIZATION,VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI,TRANSFORMED_LAYER,snowflake
Custom SQL Query (MASTERMGMT),4f6b45e4-6b33-0217-dcf4-8c8d422064b2,amzn,saverx_savings_opportunity_analysis_recommendation,mastermgmt,mysql
Custom SQL Query (MASTERMGMT),4f6b45e4-6b33-0217-dcf4-8c8d422064b2,amzn,saverx_employee,mastermgmt,mysql
QBR - Amazon - Member Communication Metadata Data Set (1) (local copy),5001e6d7-24b2-669a-e613-7598dfa76be0,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Amazon - Member Communication Metadata Data Set (1) (local copy),5001e6d7-24b2-669a-e613-7598dfa76be0,AMAZON,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Primary Data Source - Data Availability | Project : QBR Datasources,506ee928-8300-ce19-fb0c-c52506ff414e,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Number Of Members By Number Of Opportunities - Test,5134cf82-911e-bac7-a056-08b870642743,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Number Of Members By Number Of Opportunities - Test,5134cf82-911e-bac7-a056-08b870642743,VISUALIZATION,VW_NUMBER_OF_MEMBERS_AND_CLAIMS_BY_MONTH,TRANSFORMED_LAYER_TEST,snowflake
QBR - Customer Lives Datasource,543177cf-8b65-8d03-a6bd-cac90a89b1a6,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Customer Lives Datasource,543177cf-8b65-8d03-a6bd-cac90a89b1a6,VISUALIZATION,VW_CUSTOMER_TOTAL_LIVES,TRANSFORMED_LAYER,snowflake
QBR - Primary Data Source - Data Availability,54bae4cc-37e6-ee2a-0729-504efea67c79,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
VW_CLAIMS_WITH_EMPLOYEE_AND_DRUG_METADATA (TRANSFORMED_LAYER.VW_CLAIMS_WITH_EMPLOYEE_AND_DRUG_METADATA) (MARKETING),55b11839-2dbc-e926-ecef-c9563ac7e1ef,MARKETING,VW_CLAIMS_WITH_EMPLOYEE_AND_DRUG_METADATA,TRANSFORMED_LAYER,snowflake
QBR - PMPM Spend Data Set,55b64ba1-8e87-8d4e-24b2-f15656fb61a0,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
